county,state_code,state,tax_burden,medianage,cost_of_living_rank,elementary_school_rating,middle_school_rating,high_school_rating,daily_cases,percentage_fully_vaccinated,risk_index,risk
Ulster County,NY,New York,12.79,39.0,1.0,6,7,4,32179.0,72.6,2.0,High
Umatilla County,OR,Oregon,8.29,39.0,27.0,10,6,2,22369.0,55.7,1.0,Medium
Unicoi County,TN,Tennessee,5.74,39.0,49.0,7,10,2,5167.0,54.2,2.0,High
Union County,AR,Arkansas,8.8,38.0,20.0,10,8,10,9237.0,48.9,1.0,Medium
Union County,FL,Florida,6.97,42.0,45.0,4,2,9,4305.0,35.8,0.0,Low
Union County,GA,Georgia,7.91,37.0,35.0,4,7,1,4874.0,45.5,0.0,Low
Union County,IN,Indiana,8.15,38.0,33.0,2,7,7,2019.0,49.7,2.0,High
Union County,MS,Mississippi,8.99,38.0,15.0,6,6,5,9471.0,39.2,2.0,High
Union County,NC,North Carolina,8.07,39.0,34.0,5,10,2,61593.0,55.400000000000006,1.0,Medium
Union County,NJ,New Jersey,9.98,40.0,7.0,7,3,3,145851.0,71.2,2.0,High
Union County,OH,Ohio,8.96,39.0,16.0,4,1,1,15632.0,62.3,1.0,Medium
Union County,OR,Oregon,8.29,39.0,27.0,4,5,2,5024.0,49.1,1.0,Medium
Union County,SC,South Carolina,7.45,39.0,40.0,9,7,8,7726.0,41.699999999999996,1.0,Medium
Union County,TN,Tennessee,5.74,39.0,49.0,9,8,3,5398.0,34.9,1.0,Medium
Upshur County,TX,Texas,8.19,35.0,30.0,2,4,2,7874.0,34.2,3.0,Critical
Upson County,GA,Georgia,7.91,37.0,35.0,4,5,6,7755.0,45.5,2.0,High
Utah County,UT,Utah,8.29,31.0,27.0,1,6,2,201713.0,57.49999999999999,2.0,High
Uvalde County,TX,Texas,8.19,35.0,30.0,4,8,10,10577.0,54.800000000000004,2.0,High
Valley County,ID,Idaho,7.88,36.0,36.0,5,6,9,2606.0,62.0,1.0,Medium
Van Buren County,AR,Arkansas,8.8,38.0,20.0,10,9,7,3467.0,41.8,1.0,Medium
Van Buren County,MI,Michigan,8.34,40.0,24.0,7,8,6,17038.0,57.199999999999996,1.0,Medium
Van Buren County,TN,Tennessee,5.74,39.0,49.0,4,6,8,1847.0,58.5,2.0,High
Van Wert County,OH,Ohio,8.96,39.0,16.0,10,7,9,6708.0,43.3,0.0,Low
Van Zandt County,TX,Texas,8.19,35.0,30.0,7,8,7,10362.0,38.1,0.0,Low
Vance County,NC,North Carolina,8.07,39.0,34.0,9,7,8,11837.0,57.599999999999994,1.0,Medium
Ventura County,CA,California,9.48,37.0,10.0,3,5,4,182971.0,71.89999999999999,1.0,Medium
Vernon County,MO,Missouri,7.75,39.0,39.0,10,10,7,5051.0,35.099999999999994,4.0,Unknown
Vernon County,WI,Wisconsin,8.89,40.0,17.0,10,5,1,6042.0,55.2,1.0,Medium
Victoria County,TX,Texas,8.19,35.0,30.0,4,3,2,18648.0,48.6,1.0,Medium
Vilas County,WI,Wisconsin,8.89,40.0,17.0,6,1,6,5220.0,65.7,1.0,Medium
Vinton County,OH,Ohio,8.96,39.0,16.0,5,9,2,2904.0,39.800000000000004,1.0,Medium
Virginia Beach,VA,Virginia,7.86,38.0,37.0,9,2,8,,,,
Volusia County,FL,Florida,6.97,42.0,45.0,7,1,1,116630.0,59.5,1.0,Medium
Wabasha County,MN,Minnesota,9.99,38.0,6.0,2,9,4,5589.0,73.5,2.0,High
Wadena County,MN,Minnesota,9.99,38.0,6.0,3,7,10,4214.0,49.8,1.0,Medium
Wagoner County,OK,Oklahoma,7.13,37.0,44.0,7,2,9,21699.0,47.099999999999994,1.0,Medium
Wahkiakum County,WA,Washington,8.34,38.0,24.0,7,7,4,530.0,49.0,1.0,Medium
Wake County,NC,North Carolina,8.07,39.0,34.0,7,2,7,290323.0,73.4,1.0,Medium
Wakulla County,FL,Florida,6.97,42.0,45.0,7,3,3,9927.0,44.9,2.0,High
Waldo County,ME,Maine,10.5,45.0,4.0,9,3,8,6084.0,68.8,2.0,High
Walker County,TX,Texas,8.19,35.0,30.0,2,1,1,18453.0,48.199999999999996,1.0,Medium
Walla Walla County,WA,Washington,8.34,38.0,24.0,9,10,6,15712.0,63.5,2.0,High
Waller County,TX,Texas,8.19,35.0,30.0,5,9,6,9596.0,41.8,1.0,Medium
Wallowa County,OR,Oregon,8.29,39.0,27.0,6,2,3,1253.0,59.099999999999994,1.0,Medium
Walthall County,MS,Mississippi,8.99,38.0,15.0,6,4,3,3610.0,41.5,1.0,Medium
Walton County,FL,Florida,6.97,42.0,45.0,5,4,9,16464.0,49.1,2.0,High
Walton County,GA,Georgia,7.91,37.0,35.0,3,7,2,21980.0,41.199999999999996,0.0,Low
Walworth County,WI,Wisconsin,8.89,40.0,17.0,6,2,6,26963.0,54.2,1.0,Medium
Ware County,GA,Georgia,7.91,37.0,35.0,10,3,4,10116.0,38.4,1.0,Medium
Warren County,GA,Georgia,7.91,37.0,35.0,9,3,2,1061.0,47.9,1.0,Medium
Warren County,IA,Iowa,9.26,38.0,13.0,10,5,6,12494.0,59.9,1.0,Medium
Warren County,MO,Missouri,7.75,39.0,39.0,10,10,3,8133.0,41.699999999999996,4.0,Unknown
Warren County,MS,Mississippi,8.99,38.0,15.0,7,8,3,10209.0,57.49999999999999,2.0,High
Warren County,NJ,New Jersey,9.98,40.0,7.0,3,4,9,24041.0,68.10000000000001,2.0,High
Warren County,NY,New York,12.79,39.0,1.0,1,6,6,13835.0,77.2,3.0,Critical
Warren County,OH,Ohio,8.96,39.0,16.0,3,9,5,57725.0,63.9,1.0,Medium
Warren County,TN,Tennessee,5.74,39.0,49.0,4,2,3,12996.0,41.3,1.0,Medium
Warren County,VA,Virginia,7.86,38.0,37.0,6,5,3,8560.0,51.1,2.0,High
Wasatch County,UT,Utah,8.29,31.0,27.0,2,4,7,10718.0,60.6,1.0,Medium
Wasco County,OR,Oregon,8.29,39.0,27.0,10,9,4,5138.0,65.7,1.0,Medium
Waseca County,MN,Minnesota,9.99,38.0,6.0,5,6,2,5533.0,57.199999999999996,2.0,High
Washburn County,WI,Wisconsin,8.89,40.0,17.0,9,9,5,3987.0,63.1,2.0,High
Washington County,AR,Arkansas,8.8,38.0,20.0,2,7,6,68368.0,55.50000000000001,1.0,Medium
Washington County,CO,Colorado,8.31,37.0,26.0,5,6,6,1060.0,30.9,2.0,High
Washington County,GA,Georgia,7.91,37.0,35.0,10,7,8,4391.0,44.0,2.0,High
Washington County,ID,Idaho,7.88,36.0,36.0,5,1,6,2386.0,40.5,2.0,High
Washington County,IL,Illinois,9.52,38.0,9.0,1,7,7,3432.0,58.599999999999994,1.0,Medium
Washington County,MD,Maryland,9.32,39.0,12.0,1,9,7,35119.0,59.699999999999996,1.0,Medium
Washington County,ME,Maine,10.5,45.0,4.0,3,2,10,4419.0,66.0,2.0,High
Washington County,MN,Minnesota,9.99,38.0,6.0,2,10,5,67056.0,70.39999999999999,2.0,High
Washington County,MO,Missouri,7.75,39.0,39.0,5,4,6,5983.0,31.900000000000002,4.0,Unknown
Washington County,MS,Mississippi,8.99,38.0,15.0,10,1,10,10413.0,50.6,2.0,High
Washington County,NE,Nebraska,9.01,37.0,14.0,4,4,8,4547.0,56.2,0.0,Low
Washington County,NY,New York,12.79,39.0,1.0,9,8,9,12179.0,66.5,2.0,High
Washington County,OH,Ohio,8.96,39.0,16.0,2,1,1,12337.0,55.400000000000006,0.0,Low
Washington County,OK,Oklahoma,7.13,37.0,44.0,4,1,6,12673.0,43.7,1.0,Medium
Washington County,OR,Oregon,8.29,39.0,27.0,3,3,4,85814.0,76.1,2.0,High
Washington County,PA,Pennsylvania,8.46,41.0,23.0,7,7,3,50914.0,61.6,1.0,Medium
Washington County,RI,Rhode Island,9.69,40.0,8.0,2,10,2,32667.0,78.10000000000001,3.0,Critical
Washington County,TN,Tennessee,5.74,39.0,49.0,9,8,6,38557.0,59.599999999999994,1.0,Medium
Washington County,TX,Texas,8.19,35.0,30.0,7,1,2,9207.0,50.6,1.0,Medium
Washington County,UT,Utah,8.29,31.0,27.0,3,8,6,44759.0,52.1,1.0,Medium
Washington County,VT,Vermont,10.75,43.0,3.0,9,1,8,10176.0,82.89999999999999,3.0,Critical
Washington County,WI,Wisconsin,8.89,40.0,17.0,9,1,6,38063.0,57.699999999999996,1.0,Medium
Washington Parish,LA,Louisiana,8.82,37.0,19.0,2,3,5,12944.0,41.9,1.0,Medium
Washita County,OK,Oklahoma,7.13,37.0,44.0,9,2,4,2626.0,39.2,0.0,Low
Washoe County,NV,Nevada,8.23,38.0,29.0,9,4,10,104684.0,64.2,1.0,Medium
Washtenaw County,MI,Michigan,8.34,40.0,24.0,5,6,2,77293.0,71.0,3.0,Critical
Watauga County,NC,North Carolina,8.07,39.0,34.0,9,6,6,12283.0,56.10000000000001,2.0,High
Watonwan County,MN,Minnesota,9.99,38.0,6.0,4,3,6,2979.0,58.5,1.0,Medium
Waukesha County,WI,Wisconsin,8.89,40.0,17.0,8,7,2,112598.0,70.0,2.0,High
Waupaca County,WI,Wisconsin,8.89,40.0,17.0,6,4,8,13622.0,54.400000000000006,1.0,Medium
Waushara County,WI,Wisconsin,8.89,40.0,17.0,2,9,3,6394.0,44.9,2.0,High
Wayne County,GA,Georgia,7.91,37.0,35.0,6,5,5,7770.0,42.1,1.0,Medium
Wayne County,IN,Indiana,8.15,38.0,33.0,7,7,8,18836.0,49.7,0.0,Low
Wayne County,MI,Michigan,8.34,40.0,24.0,10,6,6,401186.0,54.2,2.0,High
Wayne County,MO,Missouri,7.75,39.0,39.0,1,10,2,2400.0,36.3,4.0,Unknown
Wayne County,MS,Mississippi,8.99,38.0,15.0,4,7,4,6003.0,39.1,2.0,High
Wayne County,NY,New York,12.79,39.0,1.0,3,3,5,17519.0,62.6,3.0,Critical
Wayne County,OH,Ohio,8.96,39.0,16.0,7,2,5,23134.0,45.6,2.0,High
Wayne County,TN,Tennessee,5.74,39.0,49.0,1,8,4,5695.0,40.9,1.0,Medium
Wayne County,UT,Utah,8.29,31.0,27.0,5,3,2,441.0,54.1,1.0,Medium
Weakley County,TN,Tennessee,5.74,39.0,49.0,2,6,6,9523.0,38.2,2.0,High
Webb County,TX,Texas,8.19,35.0,30.0,3,2,8,93390.0,95.0,2.0,High
Weber County,UT,Utah,8.29,31.0,27.0,9,4,1,70969.0,61.3,1.0,Medium
Webster County,GA,Georgia,7.91,37.0,35.0,1,4,5,437.0,44.0,1.0,Medium
Webster County,MS,Mississippi,8.99,38.0,15.0,8,10,1,3387.0,48.0,3.0,Critical
Webster Parish,LA,Louisiana,8.82,37.0,19.0,8,2,2,11098.0,43.0,2.0,High
Weld County,CO,Colorado,8.31,37.0,26.0,7,8,9,83662.0,61.1,2.0,High
West Baton Rouge Parish,LA,Louisiana,8.82,37.0,19.0,6,3,10,7301.0,53.7,2.0,High
West Feliciana Parish,LA,Louisiana,8.82,37.0,19.0,9,6,2,2831.0,89.4,0.0,Low
Westchester County,NY,New York,12.79,39.0,1.0,5,6,5,254171.0,80.9,3.0,Critical
Westmoreland County,PA,Pennsylvania,8.46,41.0,23.0,5,1,1,79835.0,56.699999999999996,2.0,High
Westmoreland County,VA,Virginia,7.86,38.0,37.0,9,2,5,3256.0,61.9,2.0,High
Wharton County,TX,Texas,8.19,35.0,30.0,5,8,5,9120.0,50.5,1.0,Medium
Whatcom County,WA,Washington,8.34,38.0,24.0,5,6,3,37658.0,71.7,2.0,High
Wheeler County,GA,Georgia,7.91,37.0,35.0,1,3,8,1413.0,26.5,1.0,Medium
Wheeler County,OR,Oregon,8.29,39.0,27.0,5,5,8,243.0,54.300000000000004,1.0,Medium
White County,AR,Arkansas,8.8,38.0,20.0,10,4,9,22075.0,44.3,1.0,Medium
White County,GA,Georgia,7.91,37.0,35.0,8,5,3,6826.0,35.6,2.0,High
White County,TN,Tennessee,5.74,39.0,49.0,5,10,7,8225.0,42.4,0.0,Low
White Pine County,NV,Nevada,8.23,38.0,29.0,7,7,8,1698.0,53.400000000000006,0.0,Low
Whiteside County,IL,Illinois,9.52,38.0,9.0,8,7,6,15386.0,57.8,1.0,Medium
Whitfield County,GA,Georgia,7.91,37.0,35.0,8,1,8,34105.0,43.3,1.0,Medium
Whitley County,KY,Kentucky,8.58,39.0,22.0,9,6,3,14370.0,44.4,3.0,Critical
Wichita County,TX,Texas,8.19,35.0,30.0,3,2,1,33997.0,53.2,0.0,Low
Wilbarger County,TX,Texas,8.19,35.0,30.0,6,7,2,3456.0,52.6,1.0,Medium
Wilcox County,GA,Georgia,7.91,37.0,35.0,2,2,5,2009.0,36.5,1.0,Medium
Wilkes County,GA,Georgia,7.91,37.0,35.0,6,3,3,2245.0,48.0,0.0,Low
Wilkes County,NC,North Carolina,8.07,39.0,34.0,3,9,10,17501.0,46.7,1.0,Medium
Wilkin County,MN,Minnesota,9.99,38.0,6.0,6,10,3,1654.0,53.900000000000006,1.0,Medium
Wilkinson County,GA,Georgia,7.91,37.0,35.0,3,5,2,2231.0,50.8,1.0,Medium
Will County,IL,Illinois,9.52,38.0,9.0,8,8,7,162921.0,67.80000000000001,2.0,High
Williams County,OH,Ohio,8.96,39.0,16.0,9,8,9,9006.0,44.800000000000004,2.0,High
Williamsburg County,SC,South Carolina,7.45,39.0,40.0,6,8,8,8526.0,57.199999999999996,0.0,Low
Williamson County,TN,Tennessee,5.74,39.0,49.0,9,9,3,62052.0,66.2,2.0,High
Williamson County,TX,Texas,8.19,35.0,30.0,10,3,9,133339.0,68.7,1.0,Medium
Wilson County,TN,Tennessee,5.74,39.0,49.0,7,9,10,41643.0,53.300000000000004,1.0,Medium
Wilson County,TX,Texas,8.19,35.0,30.0,10,8,9,10649.0,55.2,1.0,Medium
Winchester,VA,Virginia,7.86,38.0,37.0,8,4,4,,,,
Windham County,CT,Connecticut,10.44,41.0,5.0,10,10,8,25809.0,64.0,2.0,High
Windham County,VT,Vermont,10.75,43.0,3.0,9,5,5,6730.0,75.5,2.0,High
Windsor County,VT,Vermont,10.75,43.0,3.0,9,2,7,8871.0,74.6,2.0,High
Winnebago County,IL,Illinois,9.52,38.0,9.0,3,10,10,76659.0,58.099999999999994,2.0,High
Winnebago County,WI,Wisconsin,8.89,40.0,17.0,3,7,1,51711.0,61.3,2.0,High
Winona County,MN,Minnesota,9.99,38.0,6.0,7,1,3,12750.0,64.9,2.0,High
Winston County,MS,Mississippi,8.99,38.0,15.0,5,4,10,5220.0,47.9,2.0,High
Wise County,TX,Texas,8.19,35.0,30.0,3,2,4,16948.0,39.1,1.0,Medium
Wolfe County,KY,Kentucky,8.58,39.0,22.0,9,9,4,2522.0,53.800000000000004,1.0,Medium
Wood County,OH,Ohio,8.96,39.0,16.0,2,8,4,31548.0,61.8,2.0,High
Wood County,TX,Texas,8.19,35.0,30.0,6,4,5,8004.0,43.0,2.0,High
Wood County,WI,Wisconsin,8.89,40.0,17.0,1,1,1,20953.0,61.7,2.0,High
Woodford County,KY,Kentucky,8.58,39.0,22.0,5,8,6,6837.0,66.10000000000001,2.0,High
Woodruff County,AR,Arkansas,8.8,38.0,20.0,9,5,3,1728.0,56.39999999999999,1.0,Medium
Woods County,OK,Oklahoma,7.13,37.0,44.0,6,9,8,2354.0,41.5,0.0,Low
Woodward County,OK,Oklahoma,7.13,37.0,44.0,3,5,5,5163.0,38.0,1.0,Medium
Worcester County,MA,Massachusetts,8.77,40.0,21.0,2,8,2,193830.0,69.8,2.0,High
Worth County,GA,Georgia,7.91,37.0,35.0,3,5,8,4661.0,41.6,1.0,Medium
Wright County,MN,Minnesota,9.99,38.0,6.0,4,4,5,36579.0,54.900000000000006,1.0,Medium
Wyandot County,OH,Ohio,8.96,39.0,16.0,2,1,8,5416.0,47.599999999999994,2.0,High
Wyandotte County,KS,Kansas,9.36,37.0,11.0,4,10,6,46885.0,57.4,2.0,High
Wyoming County,NY,New York,12.79,39.0,1.0,3,1,4,8325.0,51.4,2.0,High
Wyoming County,PA,Pennsylvania,8.46,41.0,23.0,10,1,4,5085.0,59.199999999999996,1.0,Medium
Yadkin County,NC,North Carolina,8.07,39.0,34.0,5,1,2,10820.0,49.4,1.0,Medium
Yalobusha County,MS,Mississippi,8.99,38.0,15.0,4,8,3,4081.0,65.3,2.0,High
Yamhill County,OR,Oregon,8.29,39.0,27.0,10,1,7,17782.0,63.2,1.0,Medium
Yancey County,NC,North Carolina,8.07,39.0,34.0,6,10,8,4999.0,50.5,3.0,Critical
Yates County,NY,New York,12.79,39.0,1.0,9,8,7,3448.0,53.0,3.0,Critical
Yavapai County,AZ,Arizona,8.19,38.0,30.0,1,3,8,47893.0,46.6,1.0,Medium
Yazoo County,MS,Mississippi,8.99,38.0,15.0,5,4,8,8042.0,49.2,0.0,Low
Yell County,AR,Arkansas,8.8,38.0,20.0,5,7,10,6851.0,48.8,0.0,Low
Yellow Medicine County,MN,Minnesota,9.99,38.0,6.0,3,10,7,2534.0,56.599999999999994,2.0,High
Yolo County,CA,California,9.48,37.0,10.0,1,8,6,39967.0,70.3,2.0,High
York County,ME,Maine,10.5,45.0,4.0,10,8,2,39824.0,72.2,2.0,High
York County,NE,Nebraska,9.01,37.0,14.0,3,1,8,3935.0,52.1,1.0,Medium
York County,PA,Pennsylvania,8.46,41.0,23.0,5,6,8,118775.0,55.60000000000001,2.0,High
York County,SC,South Carolina,7.45,39.0,40.0,4,9,1,77541.0,49.2,1.0,Medium
York County,VA,Virginia,7.86,38.0,37.0,2,1,8,9845.0,81.89999999999999,1.0,Medium
Young County,TX,Texas,8.19,35.0,30.0,3,3,4,3914.0,41.5,2.0,High
Yuba County,CA,California,9.48,37.0,10.0,2,5,2,17720.0,49.0,1.0,Medium
Yuma County,CO,Colorado,8.31,37.0,26.0,9,6,10,1874.0,44.0,2.0,High
Zavala County,TX,Texas,8.19,35.0,30.0,4,7,10,3994.0,57.199999999999996,1.0,Medium
